,Unnamed: 0.1,Unnamed: 0,id_account,client_id,in_default,balance,housing,loan,contact,id_campaign,account_id,day,month,duration,campaign,pdays,previous,id_account.1,age,job,marital,education,monthly_income,id_outcome,campaign_id,poutcome,y,prediction,prob_0,prob_1,expected_revenue
2493,19211,19211,19212,8662985,no,0,no,no,cellular,19212,19212,6,aug,89,2,-1,0,8662985,38,technician,single,tertiary,2195.1437993402747,19212,19212,unknown,unknown,1,0.26,0.74,1624.4064115118033
2530,44543,44543,44544,4489866,no,4574,no,no,cellular,44544,44544,12,aug,187,2,-1,0,4489866,27,self-employed,single,tertiary,2175.777523736902,44544,44544,unknown,unknown,1,0.26,0.74,1610.0753675653075
2579,28092,28092,28093,5097575,no,375,no,no,cellular,28093,28093,28,jan,290,3,-1,0,5097575,48,management,married,unknown,2159.4564853718407,28093,28093,unknown,unknown,1,0.26,0.74,1597.997799175162
2695,10747,10747,10748,2391865,no,0,no,no,unknown,10748,10748,17,jun,153,4,-1,0,2391865,36,technician,single,tertiary,2118.456775050123,10748,10748,unknown,unknown,1,0.26,0.74,1567.658013537091
2825,15057,15057,15058,4236108,no,187,no,no,cellular,15058,15058,17,jul,86,1,-1,0,4236108,31,technician,single,unknown,2067.295468869272,15058,15058,unknown,no,1,0.26,0.74,1529.7986469632613
2848,43392,43392,43393,6659561,no,0,no,no,cellular,43393,43393,1,apr,280,1,184,3,6659561,50,technician,divorced,secondary,2059.794475179473,43393,43393,success,unknown,1,0.26,0.74,1524.247912
2912,28374,28374,28375,1054800,no,1034,no,no,cellular,28375,28375,29,jan,113,1,-1,0,1054800,28,entrepreneur,married,unknown,2031.6621450141736,28375,28375,unknown,no,1,0.26,0.74,1503.4299873104885
3212,33786,33786,33787,4863110,no,732,no,no,cellular,33787,33787,23,apr,522,4,-1,0,4863110,39,admin.,married,secondary,1932.795108510229,33787,33787,unknown,unknown,1,0.26,0.74,1430.2683802975696
3355,17642,17642,17643,4281543,no,2625,no,no,cellular,17643,17643,29,jul,2516,2,-1,0,4281543,42,technician,single,tertiary,1887.3023782423,17643,17643,unknown,unknown,1,0.26,0.74,1396.6037598993018
3662,42260,42260,42261,9234097,no,2794,no,no,cellular,42261,42261,13,nov,350,5,93,2,9234097,50,technician,divorced,unknown,1805.6058801979084,42261,42261,success,unknown,1,0.26,0.74,1336.1483513464525
3784,42530,42530,42531,9804790,no,132,no,no,cellular,42531,42531,21,dec,103,5,124,4,9804790,44,admin.,married,secondary,1780.8314377563197,42531,42531,success,unknown,1,0.26,0.74,1317.8152639396765
3927,24053,24053,24054,7330315,no,24556,no,no,telephone,24054,24054,20,oct,309,1,-1,0,7330315,47,admin.,married,secondary,1751.8211196438006,24054,24054,unknown,unknown,1,0.26,0.74,1296.3476285364125
4050,38707,38707,38708,3185366,no,223,no,no,cellular,38708,38708,15,may,133,2,-1,0,3185366,47,services,married,secondary,1728.833877961796,38708,38708,unknown,unknown,1,0.26,0.74,1279.3370696917289
4164,13340,13340,13341,7687258,no,859,no,no,telephone,13341,13341,8,jul,153,1,-1,0,7687258,55,admin.,married,secondary,1705.6969422344878,13341,13341,unknown,unknown,1,0.26,0.74,1262.215737253521
4169,27535,27535,27536,2109715,no,4493,no,no,cellular,27536,27536,21,nov,268,3,-1,0,2109715,52,admin.,married,secondary,1704.988954151704,27536,27536,unknown,unknown,1,0.26,0.74,1261.691826072261
4223,10706,10706,10707,7113780,no,1695,no,no,unknown,10707,10707,16,jun,168,1,-1,0,7113780,54,technician,single,unknown,1691.5414088250595,10707,10707,unknown,unknown,1,0.26,0.74,1251.740642530544
4236,13709,13709,13710,3520917,no,3422,no,no,cellular,13710,13710,10,jul,168,1,-1,0,3520917,52,admin.,married,secondary,1689.1971304654555,13710,13710,unknown,unknown,1,0.26,0.74,1250.0058765444371
4296,9910,9910,9911,2161076,no,439,no,no,unknown,9911,9911,9,jun,321,1,-1,0,2161076,37,admin.,married,secondary,1678.0749111400912,9911,9911,unknown,unknown,1,0.26,0.74,1241.7754342436674
4302,44512,44512,44513,8393824,no,10185,no,no,cellular,44513,44513,11,aug,248,1,180,4,8393824,55,technician,married,secondary,1677.501858,44513,44513,success,unknown,1,0.26,0.74,1241.3513752859226
4373,30020,30020,30021,9776664,no,-30,no,no,cellular,30021,30021,4,feb,218,2,-1,0,9776664,35,self-employed,single,tertiary,1666.033260827449,30021,30021,unknown,unknown,1,0.26,0.74,1232.8646130123122
4383,44520,44520,44521,3247210,no,353,no,no,cellular,44521,44521,11,aug,361,2,181,2,3247210,36,self-employed,single,tertiary,1664.4287594117309,44521,44521,success,unknown,1,0.26,0.74,1231.6772819646808
4418,15277,15277,15278,6095687,no,1670,no,no,cellular,15278,15278,18,jul,185,2,-1,0,6095687,31,services,married,secondary,1657.477536086669,15278,15278,unknown,unknown,1,0.26,0.74,1226.533376704135
4462,34209,34209,34210,2060992,no,5060,no,no,cellular,34210,34210,4,may,963,1,83,3,2060992,41,blue-collar,married,secondary,1647.9547454055898,34210,34210,success,unknown,1,0.26,0.74,1219.4865116001365
4476,21872,21872,21873,3388970,no,374,no,no,cellular,21873,21873,20,aug,193,4,-1,0,3388970,56,admin.,married,secondary,1645.029348668365,21873,21873,unknown,unknown,1,0.26,0.74,1217.321718
4496,3354,3354,3355,9292556,no,2219,yes,no,unknown,3355,3355,15,may,51,2,-1,0,9292556,49,blue-collar,married,secondary,1640.811115619398,3355,3355,unknown,unknown,1,0.26,0.74,1214.2002255583543
4550,33179,33179,33180,1870520,no,382,no,no,cellular,33180,33180,20,apr,275,1,-1,0,1870520,56,admin.,married,secondary,1633.8769571080627,33180,33180,unknown,unknown,1,0.26,0.74,1209.0689482599664
4647,40258,40258,40259,7855520,no,914,no,no,cellular,40259,40259,15,jun,372,1,-1,0,7855520,32,services,married,secondary,1620.3496057156967,40259,40259,unknown,unknown,1,0.26,0.74,1199.0587082296156
4938,14214,14214,14215,6251948,no,505,no,no,cellular,14215,14215,11,jul,773,3,-1,0,6251948,31,services,married,secondary,1570.2431684216049,14215,14215,unknown,unknown,1,0.26,0.74,1161.9799446319876
5055,10369,10369,10370,7770547,no,137,no,no,unknown,10370,10370,12,jun,112,1,-1,0,7770547,47,services,married,secondary,1549.0335920052694,10370,10370,unknown,unknown,1,0.26,0.74,1146.2848580838993
5149,17827,17827,17828,2317609,no,9143,no,no,cellular,17828,17828,29,jul,851,2,-1,0,2317609,39,admin.,married,tertiary,1533.9303953332665,17828,17828,unknown,unknown,1,0.26,0.74,1135.108492546617
5199,27949,27949,27950,5249017,no,4465,no,no,cellular,27950,27950,28,jan,769,1,-1,0,5249017,28,unknown,single,secondary,1526.281442653251,27950,27950,unknown,unknown,1,0.26,0.74,1129.4482675634056
5205,22602,22602,22603,5560708,no,1,no,no,cellular,22603,22603,22,aug,120,10,-1,0,5560708,53,services,married,secondary,1525.244049824404,22603,22603,unknown,unknown,1,0.26,0.74,1128.680596870059
5292,42171,42171,42172,2240845,no,10541,no,no,cellular,42172,42172,9,nov,178,1,-1,0,2240845,53,admin.,married,secondary,1511.7785145627518,42172,42172,unknown,unknown,1,0.26,0.74,1118.7161007764362
5541,12089,12089,12090,1248350,no,3765,no,no,unknown,12090,12090,20,jun,1094,3,-1,0,1248350,53,admin.,married,secondary,1472.1961268495222,12090,12090,unknown,unknown,1,0.26,0.74,1089.4251338686463
5663,20008,20008,20009,2242481,no,1264,no,no,cellular,20009,20009,8,aug,140,3,-1,0,2242481,49,blue-collar,married,secondary,1454.337116792722,20009,20009,unknown,unknown,1,0.26,0.74,1076.2094664266144
5687,18681,18681,18682,7644094,no,2297,no,no,telephone,18682,18682,31,jul,16,4,-1,0,7644094,46,blue-collar,married,secondary,1451.2414559220215,18682,18682,unknown,unknown,1,0.26,0.74,1073.918677382296
5892,19185,19185,19186,3153811,no,37,no,no,cellular,19186,19186,5,aug,307,4,-1,0,3153811,50,services,married,unknown,1425.5783235765866,19186,19186,unknown,unknown,1,0.26,0.74,1054.927959446674
6029,20276,20276,20277,5997447,no,1,no,no,telephone,20277,20277,11,aug,80,10,-1,0,5997447,50,services,married,secondary,1409.0149184649472,20277,20277,unknown,unknown,1,0.26,0.74,1042.6710396640608
6154,41756,41756,41757,3646829,no,1137,no,no,telephone,41757,41757,12,oct,99,3,102,1,3646829,56,blue-collar,married,primary,1393.4386337296223,41757,41757,success,unknown,1,0.26,0.74,1031.1445889599206
6216,18086,18086,18087,1976638,no,2374,no,no,cellular,18087,18087,30,jul,143,2,-1,0,1976638,42,blue-collar,married,secondary,1384.719400106785,18087,18087,unknown,unknown,1,0.26,0.74,1024.692356079021
6325,14290,14290,14291,9425613,no,393,no,no,cellular,14291,14291,14,jul,328,2,-1,0,9425613,31,services,married,secondary,1372.7906734129508,14291,14291,unknown,unknown,1,0.26,0.74,1015.8650983255836
6332,42807,42807,42808,1473312,no,338,no,no,cellular,42808,42808,29,jan,245,1,92,3,1473312,26,admin.,single,secondary,1372.410314020261,42808,42808,success,unknown,1,0.26,0.74,1015.5836323749932
6509,35403,35403,35404,5859083,no,3025,no,no,cellular,35404,35404,7,may,476,1,352,1,5859083,51,admin.,married,secondary,1352.4721546453932,35404,35404,other,unknown,1,0.26,0.74,1000.829394437591
6880,30000,30000,30001,9758521,no,4126,no,no,cellular,30001,30001,4,feb,671,2,-1,0,9758521,40,services,single,secondary,1310.7655527420045,30001,30001,unknown,unknown,1,0.26,0.74,969.9665090290832
6940,9167,9167,9168,1289332,no,460,no,no,unknown,9168,9168,5,jun,99,3,-1,0,1289332,48,technician,married,unknown,1304.396999374497,9168,9168,unknown,unknown,1,0.26,0.74,965.2537795371278
7029,10244,10244,10245,2119952,no,4233,no,no,unknown,10245,10245,11,jun,158,2,-1,0,2119952,52,admin.,married,secondary,1296.6074094857531,10245,10245,unknown,unknown,1,0.26,0.74,959.4894830194572
7472,11752,11752,11753,5444964,yes,61,no,no,unknown,11753,11753,20,jun,115,1,-1,0,5444964,42,unknown,single,unknown,1251.7514473173946,11753,11753,unknown,unknown,1,0.26,0.74,926.296071
7504,16950,16950,16951,9936043,no,395,no,no,cellular,16951,16951,25,jul,174,3,-1,0,9936043,31,services,married,secondary,1248.7445742481386,16951,16951,unknown,unknown,1,0.26,0.74,924.0709849436224
7796,23408,23408,23409,4739480,no,510,no,no,cellular,23409,23409,27,aug,33,7,-1,0,4739480,34,admin.,married,secondary,1219.3812324023183,23409,23409,unknown,unknown,1,0.26,0.74,902.3421119777156
8040,24339,24339,24340,8228236,no,2348,no,no,cellular,24340,24340,17,nov,182,1,-1,0,8228236,46,blue-collar,married,secondary,1195.956117366199,24340,24340,unknown,unknown,1,0.26,0.74,885.0075268509871
8160,31374,31374,31375,5657358,no,447,no,no,cellular,31375,31375,19,mar,220,3,-1,0,5657358,31,services,married,secondary,1183.3543798291803,31375,31375,unknown,unknown,1,0.26,0.74,875.6822410735934
8371,474,474,475,3694492,no,869,no,no,unknown,475,475,6,may,1677,1,-1,0,3694492,34,admin.,married,secondary,1164.4703556702186,475,475,unknown,unknown,1,0.26,0.74,861.7080631959618
8778,21729,21729,21730,4185350,no,128,no,no,cellular,21730,21730,19,aug,173,1,-1,0,4185350,50,services,married,secondary,1133.3889690472226,21730,21730,unknown,unknown,1,0.26,0.74,838.7078370949447
8960,10558,10558,10559,6305407,no,504,no,no,unknown,10559,10559,16,jun,178,4,-1,0,6305407,60,admin.,married,secondary,1118.7243719245434,10559,10559,unknown,unknown,1,0.26,0.74,827.8560352241622
9003,23136,23136,23137,5366583,no,370,no,no,cellular,23137,23137,26,aug,128,12,-1,0,5366583,56,admin.,married,secondary,1115.655734271941,23137,23137,unknown,unknown,1,0.26,0.74,825.5852433612363
9562,10748,10748,10749,9293404,no,2967,no,no,unknown,10749,10749,17,jun,83,2,-1,0,9293404,51,admin.,married,secondary,1072.6924975887537,10749,10749,unknown,no,1,0.26,0.74,793.7924482156777
9587,11230,11230,11231,3221284,no,17957,no,no,unknown,11231,11231,18,jun,700,7,-1,0,3221284,48,admin.,married,secondary,1070.1228180269795,11231,11231,unknown,unknown,1,0.26,0.74,791.8908853399648
9820,36693,36693,36694,1363588,no,859,no,no,telephone,36694,36694,12,may,148,6,308,1,1363588,55,admin.,married,secondary,1054.5329373121288,36694,36694,failure,unknown,1,0.26,0.74,780.3543736109752
10769,23362,23362,23363,6605786,no,83,no,no,cellular,23363,23363,27,aug,26,11,-1,0,6605786,56,services,married,secondary,987.1142390038952,23363,23363,unknown,no,1,0.26,0.74,730.4645368628825
11242,21389,21389,21390,2556996,no,1350,no,no,cellular,21390,21390,18,aug,22,2,-1,0,2556996,49,blue-collar,married,secondary,959.5910965014422,21390,21390,unknown,unknown,1,0.26,0.74,710.0974114110672
11664,13429,13429,13430,5632156,no,-100,yes,no,cellular,13430,13430,9,jul,93,1,-1,0,5632156,45,blue-collar,single,secondary,931.1961381663864,13430,13430,unknown,unknown,1,0.26,0.74,689.0851422431259
11735,15801,15801,15802,3287218,no,3,no,no,cellular,15802,15802,21,jul,231,2,-1,0,3287218,43,unemployed,married,secondary,927.8461142643902,15802,15802,unknown,unknown,1,0.26,0.74,686.6061245556488
12338,26077,26077,26078,6939352,no,395,no,no,telephone,26078,26078,19,nov,196,3,117,3,6939352,31,services,married,secondary,893.7456267910644,26078,26078,failure,unknown,1,0.26,0.74,661.3717638253877
12457,33784,33784,33785,7398709,no,1625,no,no,telephone,33785,33785,23,apr,155,1,-1,0,7398709,62,unemployed,married,secondary,886.1064490240516,33785,33785,unknown,unknown,1,0.26,0.74,655.7187722777982
12466,39901,39901,39902,8789463,no,79,no,no,cellular,39902,39902,2,jun,369,1,-1,0,8789463,39,unemployed,single,tertiary,885.7336738113884,39902,39902,unknown,unknown,1,0.26,0.74,655.4429186204273
12774,14426,14426,14427,1778169,no,2231,yes,no,cellular,14427,14427,14,jul,272,3,-1,0,1778169,53,blue-collar,married,secondary,868.3772840857596,14427,14427,unknown,no,1,0.26,0.74,642.5991902234621
13054,42703,42703,42704,8277705,no,203,no,no,cellular,42704,42704,18,jan,353,1,195,1,8277705,66,retired,married,secondary,853.7271050270338,42704,42704,success,unknown,1,0.26,0.74,631.7580577
13153,10895,10895,10896,2493915,no,1562,no,no,unknown,10896,10896,17,jun,50,2,-1,0,2493915,48,blue-collar,married,secondary,848.8090929702328,10896,10896,unknown,unknown,1,0.26,0.74,628.1187287979723
13194,43579,43579,43580,3852650,no,0,no,no,cellular,43580,43580,29,apr,882,1,181,3,3852650,41,unemployed,married,tertiary,847.0418180036125,43580,43580,success,unknown,1,0.26,0.74,626.8109453226733
13407,28346,28346,28347,9671950,no,1167,no,no,cellular,28347,28347,29,jan,394,1,-1,0,9671950,27,unemployed,married,secondary,833.9853672022693,28347,28347,unknown,unknown,1,0.26,0.74,617.1491717296793
13589,43594,43594,43595,7919588,no,329,no,no,cellular,43595,43595,30,apr,169,1,190,2,7919588,19,student,single,secondary,824.9040864157586,43595,43595,success,unknown,1,0.26,0.74,610.4290239476613
13623,42347,42347,42348,5564829,no,215,no,no,cellular,42348,42348,24,nov,325,1,95,5,5564829,20,student,single,secondary,823.5143592,42348,42348,success,unknown,1,0.26,0.74,609.4006257985827
13638,34002,34002,34003,2676865,no,1851,no,no,cellular,34003,34003,30,apr,166,1,-1,0,2676865,37,unemployed,married,tertiary,822.8212547341165,34003,34003,unknown,unknown,1,0.26,0.74,608.8877285032462
13643,43122,43122,43123,2260178,no,215,no,no,cellular,43123,43123,24,feb,175,1,92,6,2260178,20,student,single,secondary,822.6079815557265,43123,43123,success,unknown,1,0.26,0.74,608.7299063512376
13713,42458,42458,42459,7968331,no,957,no,no,cellular,42459,42459,9,dec,479,2,-1,0,7968331,59,unemployed,married,secondary,818.5353858653601,42459,42459,unknown,unknown,1,0.26,0.74,605.7161855403665
14461,17729,17729,17730,9591743,no,312,no,no,cellular,17730,17730,29,jul,884,1,-1,0,9591743,47,unemployed,married,secondary,779.1436433433977,17730,17730,unknown,unknown,1,0.26,0.74,576.5662960741142
15390,42440,42440,42441,2158450,no,413,no,no,telephone,42441,42441,7,dec,358,6,-1,0,2158450,72,retired,married,unknown,733.2387697607799,42441,42441,unknown,unknown,1,0.26,0.74,542.5966896229771
16202,31780,31780,31781,4180789,no,377,no,no,cellular,31781,31781,8,apr,1134,1,-1,0,4180789,54,unemployed,married,secondary,695.8884790155994,31781,31781,unknown,unknown,1,0.26,0.74,514.9574744715435
16656,27851,27851,27852,7038326,no,309,no,no,cellular,27852,27852,28,jan,300,1,-1,0,7038326,59,unemployed,married,secondary,675.9002380733608,27852,27852,unknown,unknown,1,0.26,0.74,500.1661762
16878,29487,29487,29488,9061351,no,2170,no,no,cellular,29488,29488,3,feb,317,1,-1,0,9061351,26,unemployed,single,tertiary,667.3946027802722,29488,29488,unknown,unknown,1,0.26,0.74,493.8720060574014
17781,13568,13568,13569,1667390,no,1210,no,no,cellular,13569,13569,9,jul,100,4,-1,0,1667390,30,unemployed,married,secondary,629.8250570673908,13569,13569,unknown,no,1,0.26,0.74,466.0705422298692
19072,39572,39572,39573,2759083,no,68,no,no,cellular,39573,39573,26,may,169,2,-1,0,2759083,58,unemployed,married,secondary,578.4644332931385,39573,39573,unknown,unknown,1,0.26,0.74,428.0636806369225
19203,24799,24799,24800,8463562,no,4819,no,no,cellular,24800,24800,18,nov,144,1,-1,0,8463562,47,unemployed,single,secondary,573.2283009,24800,24800,unknown,unknown,1,0.26,0.74,424.1889426624746
184,22910,22910,22911,1437107,no,333,no,no,cellular,22911,22911,26,aug,90,4,-1,0,1437107,34,management,married,secondary,5073.149142860302,22911,22911,unknown,unknown,1,0.27,0.73,3703.3988742880206
247,11801,11801,11802,4240804,no,3164,no,no,unknown,11802,11802,20,jun,245,3,-1,0,4240804,56,management,married,secondary,4791.816399245809,11802,11802,unknown,unknown,1,0.27,0.73,3498.025971449441
263,22287,22287,22288,4848476,no,355,no,no,cellular,22288,22288,21,aug,314,3,-1,0,4848476,34,management,married,secondary,4745.153249687718,22288,22288,unknown,unknown,1,0.27,0.73,3463.9618722720343
272,21765,21765,21766,2098550,no,238,no,no,cellular,21766,21766,19,aug,147,3,-1,0,2098550,44,management,married,secondary,4712.924805194575,21766,21766,unknown,unknown,1,0.27,0.73,3440.43510779204
281,27749,27749,27750,2020158,no,2725,no,no,cellular,27750,27750,28,jan,267,1,-1,0,2020158,26,management,single,tertiary,4689.253278141125,27750,27750,unknown,unknown,1,0.27,0.73,3423.154893043021
334,39706,39706,39707,3883333,no,222,no,no,cellular,39707,39707,27,may,114,1,-1,0,3883333,25,management,single,tertiary,4504.87354,39707,39707,unknown,unknown,1,0.27,0.73,3288.557684470246
348,44655,44655,44656,5322421,no,1128,no,no,cellular,44656,44656,2,sep,236,1,290,3,5322421,62,management,married,secondary,4470.076628053659,44656,44656,other,unknown,1,0.27,0.73,3263.1559384791717
354,40721,40721,40722,5754260,no,145,no,no,cellular,40722,40722,7,aug,121,1,-1,0,5754260,25,management,single,tertiary,4457.801532159815,40722,40722,unknown,unknown,1,0.27,0.73,3254.195118476665
384,37273,37273,37274,7259682,no,771,no,no,telephone,37274,37274,13,may,125,2,370,3,7259682,59,management,married,secondary,4382.645019732546,37274,37274,failure,unknown,1,0.27,0.73,3199.3308644047584
387,31378,31378,31379,8641890,no,2786,no,no,cellular,31379,31379,23,mar,415,1,-1,0,8641890,26,management,single,tertiary,4375.398376609936,31379,31379,unknown,unknown,1,0.27,0.73,3194.040814925253
448,6833,6833,6834,5045920,no,2692,no,no,unknown,6834,6834,28,may,159,2,-1,0,5045920,26,management,single,tertiary,4175.490854892822,6834,6834,unknown,unknown,1,0.27,0.73,3048.1083240717603
479,44004,44004,44005,7577348,no,334,yes,no,cellular,44005,44005,28,jun,614,3,94,9,7577348,47,management,single,tertiary,4118.690885897201,44005,44005,success,unknown,1,0.27,0.73,3006.6443467049567
482,9644,9644,9645,9529522,no,1,yes,no,unknown,9645,9645,6,jun,59,3,-1,0,9529522,49,management,single,tertiary,4113.4232551635005,9645,9645,unknown,unknown,1,0.27,0.73,3002.798976269355
499,42704,42704,42705,8994243,no,3053,no,no,telephone,42705,42705,18,jan,165,4,-1,0,8994243,28,management,single,tertiary,4083.021749314272,42705,42705,unknown,unknown,1,0.27,0.73,2980.6058769994183
503,32048,32048,32049,3688353,no,5251,no,no,telephone,32049,32049,14,apr,226,5,-1,0,3688353,65,management,married,secondary,4069.867843592123,32049,32049,unknown,unknown,1,0.27,0.73,2971.0035258222497
509,4624,4624,4625,4260495,no,134,no,no,unknown,4625,4625,20,may,98,1,-1,0,4260495,36,entrepreneur,married,secondary,4049.870873898118,4625,4625,unknown,no,1,0.27,0.73,2956.4057379456262
573,30633,30633,30634,3790784,no,2722,no,no,cellular,30634,30634,6,feb,206,1,-1,0,3790784,26,management,single,tertiary,3895.487026718988,30634,30634,unknown,unknown,1,0.27,0.73,2843.7055295048613
594,31402,31402,31403,9989534,no,2981,no,no,cellular,31403,31403,26,mar,200,1,-1,0,9989534,39,management,married,secondary,3856.507706368017,31403,31403,unknown,unknown,1,0.27,0.73,2815.250625648652
631,1598,1598,1599,5999986,no,771,no,no,unknown,1599,1599,8,may,126,3,-1,0,5999986,58,management,married,secondary,3792.5692118050297,1599,1599,unknown,unknown,1,0.27,0.73,2768.575524617672
650,16979,16979,16980,7111691,no,3294,yes,no,cellular,16980,16980,25,jul,132,5,-1,0,7111691,54,management,single,tertiary,3748.389785129776,16980,16980,unknown,unknown,1,0.27,0.73,2736.3245431447367
717,41467,41467,41468,8844802,no,490,no,no,cellular,41468,41468,7,sep,394,1,-1,0,8844802,25,management,single,tertiary,3653.784743860385,41468,41468,unknown,unknown,1,0.27,0.73,2667.2628630180807
721,19245,19245,19246,9052404,no,2915,no,no,cellular,19246,19246,6,aug,126,2,-1,0,9052404,33,management,single,secondary,3649.323504071968,19246,19246,unknown,unknown,1,0.27,0.73,2664.0061579725366
824,40707,40707,40708,3762938,no,390,no,no,cellular,40708,40708,7,aug,325,1,-1,0,3762938,26,management,single,tertiary,3506.848315189701,40708,40708,unknown,unknown,1,0.27,0.73,2559.999270088482
864,25681,25681,25682,8854154,no,1808,no,no,cellular,25682,25682,19,nov,84,1,-1,0,8854154,33,entrepreneur,single,secondary,3453.8899137490107,25682,25682,unknown,unknown,1,0.27,0.73,2521.3396370367777
897,34063,34063,34064,5304725,no,219,no,no,cellular,34064,34064,30,apr,458,1,-1,0,5304725,25,management,single,tertiary,3411.932290123564,34064,34064,unknown,unknown,1,0.27,0.73,2490.710571790202
941,42830,42830,42831,9120282,no,1287,no,no,cellular,42831,42831,2,feb,511,1,-1,0,9120282,67,management,married,secondary,3360.700170924024,42831,42831,unknown,unknown,1,0.27,0.73,2453.3111247745373
1014,34375,34375,34376,7514663,no,1956,no,no,cellular,34376,34376,4,may,114,6,168,11,7514663,41,management,married,secondary,3292.8418689022124,34376,34376,other,unknown,1,0.27,0.73,2403.774564298615
1245,28032,28032,28033,1618052,no,559,no,no,cellular,28033,28033,28,jan,271,2,-1,0,1618052,55,management,married,unknown,3070.408045640133,28033,28033,unknown,no,1,0.27,0.73,2241.397873317297
1316,19316,19316,19317,5508367,no,501,no,no,cellular,19317,19317,6,aug,150,4,-1,0,5508367,41,management,married,secondary,3002.9878861773127,19317,19317,unknown,unknown,1,0.27,0.73,2192.1811569094384
1347,41365,41365,41366,2762229,no,1231,no,no,cellular,41366,41366,31,aug,271,2,-1,0,2762229,25,technician,single,tertiary,2966.1538049354485,41366,41366,unknown,unknown,1,0.27,0.73,2165.292277602877
1435,33461,33461,33462,4207132,no,1306,no,no,cellular,33462,33462,20,apr,517,1,-1,0,4207132,32,technician,single,tertiary,2897.4756996223505,33462,33462,unknown,unknown,1,0.27,0.73,2115.157260724316
1444,34102,34102,34103,5289998,no,436,no,no,cellular,34103,34103,30,apr,132,2,-1,0,5289998,25,management,single,tertiary,2888.5165353666007,34103,34103,unknown,unknown,1,0.27,0.73,2108.6170708176182
1524,42926,42926,42927,5242751,no,145,no,no,cellular,42927,42927,5,feb,145,1,182,1,5242751,25,management,single,tertiary,2821.480989191575,42927,42927,failure,unknown,1,0.27,0.73,2059.6811221098496
1587,29576,29576,29577,4250287,no,1214,no,no,cellular,29577,29577,3,feb,39,1,-1,0,4250287,31,technician,single,tertiary,2770.643433086713,29577,29577,unknown,no,1,0.27,0.73,2022.5697061533003
1669,32749,32749,32750,6559817,no,2273,yes,no,cellular,32750,32750,17,apr,222,1,-1,0,6559817,38,technician,single,tertiary,2705.5640285301183,32750,32750,unknown,no,0,0.27,0.73,1975.0617408269864
1670,44368,44368,44369,8679008,no,369,no,no,cellular,44369,44369,2,aug,868,3,342,4,8679008,34,management,married,secondary,2705.138120674408,44369,44369,failure,unknown,1,0.27,0.73,1974.750828092318
1726,22346,22346,22347,9416099,no,580,no,no,cellular,22347,22347,22,aug,67,2,-1,0,9416099,42,management,married,secondary,2665.225372240664,22347,22347,unknown,unknown,1,0.27,0.73,1945.6145217356848
1737,4212,4212,4213,2956469,no,354,yes,no,unknown,4213,4213,19,may,166,3,-1,0,2956469,49,management,single,tertiary,2654.4362348606733,4213,4213,unknown,unknown,1,0.27,0.73,1937.7384514482917
1900,42978,42978,42979,9241437,no,589,yes,no,cellular,42979,42979,10,feb,511,3,183,6,9241437,58,technician,married,secondary,2542.7656948177114,42979,42979,success,unknown,1,0.27,0.73,1856.2189572169293
2025,27822,27822,27823,1029306,no,178,no,no,cellular,27823,27823,28,jan,109,1,-1,0,1029306,58,technician,married,secondary,2465.7391228340184,27823,27823,unknown,unknown,1,0.27,0.73,1799.9895596688334
2036,16878,16878,16879,4594078,no,2642,yes,no,cellular,16879,16879,25,jul,591,3,-1,0,4594078,37,technician,single,tertiary,2462.4651322359646,16879,16879,unknown,unknown,1,0.27,0.73,1797.5995465322542
2096,42820,42820,42821,8450765,no,264,no,no,telephone,42821,42821,1,feb,265,1,-1,0,8450765,60,management,married,unknown,2426.5620984963484,42821,42821,unknown,unknown,1,0.27,0.73,1771.3903319023343
2355,44487,44487,44488,8581921,no,824,yes,no,cellular,44488,44488,9,aug,265,1,181,8,8581921,60,technician,married,secondary,2287.648895024632,44488,44488,success,unknown,1,0.27,0.73,1669.9836933679817
2759,29683,29683,29684,5656819,no,192,no,no,cellular,29684,29684,3,feb,119,4,-1,0,5656819,57,technician,married,secondary,2124.657478509707,29684,29684,unknown,unknown,1,0.27,0.73,1550.999959312086
2907,42860,42860,42861,9707508,no,205,no,no,cellular,42861,42861,3,feb,373,1,92,1,9707508,45,admin.,married,secondary,2063.6802462956125,42861,42861,success,unknown,1,0.27,0.73,1506.486579795797
2920,606,606,607,4313209,no,15,no,no,unknown,607,607,6,may,92,2,-1,0,4313209,49,technician,married,unknown,2056.535565,607,607,unknown,unknown,1,0.27,0.73,1501.2709626030737
2949,809,809,810,9338547,no,197,no,no,unknown,810,810,7,may,32,1,-1,0,9338547,57,technician,married,secondary,2049.240481961024,810,810,unknown,unknown,1,0.27,0.73,1495.9455518315476
3134,18823,18823,18824,5070613,no,6878,no,no,cellular,18824,18824,4,aug,148,1,-1,0,5070613,58,admin.,married,secondary,1987.3555721359664,18824,18824,unknown,unknown,1,0.27,0.73,1450.7695676592557
3226,44432,44432,44433,4181436,no,0,yes,no,cellular,44433,44433,5,aug,231,2,2,3,4181436,34,technician,married,secondary,1953.911336216938,44433,44433,success,unknown,1,0.27,0.73,1426.3552754383647
3235,11267,11267,11268,9535074,no,479,no,no,unknown,11268,11268,18,jun,326,1,-1,0,9535074,59,admin.,married,secondary,1950.148489182395,11268,11268,unknown,unknown,1,0.27,0.73,1423.6083971031485
